country,year,fx_return,delta_rf,equity_excess_return,equity_excess_return_usd_hedged,equity_excess_return_usd_unhedged,equity_excess_return_usd_dynamically_hedged,equity_index_local,equity_index_usd_hedged,equity_index_usd_unhedged,equity_index_usd_dynamically_hedged
Australia,1871,0.9940394848711128,-0.013999998999999999,0.064192969,0.06381034583710732,0.043575648012291524,0.06381034583710732,1.064192969,1.0638103458371073,1.0435756480122915,1.0638103458371073
Australia,1872,0.9997498664881675,-0.013999998999999999,0.130749304,0.13071659921742085,0.11645496056404392,0.13071659921742085,1.2033354590184437,1.2028680164572423,1.1651052089471594,1.2028680164572423
Australia,1873,1.0188574584348193,-0.015999999,0.107685819,0.10971649985581199,0.11340368746176321,0.10971649985581199,1.3329176234545859,1.3348424850114342,1.2972324359226755,1.3348424850114342
Australia,1874,0.9736215467668473,-0.014999997000000001,0.14648139500000001,0.14261744237246554,0.100051961691064,0.14261744237246554,1.5281652563582981,1.5252143061938712,1.4270230859060167,1.5252143061938712
Australia,1875,1.0313024027643414,-0.013999998999999999,0.078407873,0.08086222782054132,0.0996045421120424,0.08086222782054132,1.647985443701852,1.6485465328964688,1.5691610669609992,1.6485465328964688
Australia,1876,0.9701735362174081,-0.013999998999999999,0.072814565,0.07064276401418232,0.025444283897591236,0.07064276401418232,1.7679827869113345,1.7650044165862724,1.609087246629802,1.7650044165862724
Australia,1877,0.9302619975040426,-0.014999997000000001,0.09159137299999999,0.08520397360111782,-0.0026722361466335887,0.08520397360111782,1.92991475780491,1.9153898063029455,1.6047873855262709,1.9153898063029455
Australia,1878,0.9693091776432102,-0.0020000010000000013,-0.126937359,-0.12304154706449096,-0.1572055298944065,-0.12304154706449096,1.6849364753540301,1.6797172813038754,1.3525059342167542,1.6797172813038754
Australia,1879,0.9939401417467707,-0.0010000019999999998,0.07513586,0.07468054733866551,0.0673237540370879,0.07468054733866551,1.8115356264751241,1.805159487245864,1.4435617110656649,1.805159487245864
Australia,1880,1.0062195825862499,-0.003000003000000001,0.067237385,0.06765557346889098,0.07116747342425556,0.06765557346889098,1.9333385448336484,1.9272885875582924,1.5462963507742036,1.9272885875582924
Australia,1881,0.9919390682694712,0.006999999,0.025694526999999995,0.025487405172004766,0.024047608666262876,0.025487405172004766,1.9830147642740172,1.9764101726727716,1.583481080299692,1.9764101726727716
Australia,1882,1.008336681606129,0.005000002999999996,0.045304209,0.04568189576585052,0.05939373106092871,0.04568189576585052,2.072853679604773,2.0666963361713755,1.6775299297230808,2.0666963361713755
Australia,1883,0.9982094932298892,0.006999999,0.24016498800000002,0.23973497096304244,0.2448603093783175,0.23973497096304244,2.5706805586928096,2.5621557223128466,2.0882904273064615,2.5621557223128466
Australia,1884,0.9985006407167272,0.009000000000000001,-0.004999999000000005,-0.004992502205083,0.002434669908263354,-0.004992502205083,2.557827158470026,2.549364154219434,2.093374725169539,2.549364154219434
Australia,1885,1.0016995862359985,0.008000001,0.065000005,0.06511047811383784,0.07489164548916438,0.06511047811383784,2.7240859365597134,2.7153544731869412,2.250151002962913,2.7153544731869412
Australia,1886,1.002352812814504,0.006999999,-0.017999997,-0.018042347623602635,-0.008578953611522389,-0.018042347623602635,2.6750523978738965,2.666363103860398,2.2308470618895733,2.666363103860398
